	Acceleration	Available from	Braking	Default Radio Stations	Discounted Price	Drive Train	Game Edition	Gears	Handling	Manufacturer	Mass / Weight	Notes	Overall	Purchase Price	Release Date	Seats	Sell	Sell Price - Resale	Sell Price - Stolen	Speed	Storage Location	Title Update	Top Speed	Variants	Vehicle Class	Vehicle Features
imponte-ruiner.html	70.00	Can be stolen / found, Southern S.A. Super Autos	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	66.67	Imponte	1300	Previously only stealable, it was made also available for purchase in GTA Online on October 9, 2018	60.28	10000	September 17, 2013	2	Can be sold if purchased or stolen	6000	1000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Muscle	
invetero-coquette-blackfin.html	85.00	Legendary Motorsport	16.67	Worldwide FM		RWD	All Editions	4	69.70	Invetero	1400		63.10	695000	July 8, 2015	2	Can be sold only if purchased (High-End)	417000		81.02	Garage (Personal Vehicle)	1.28 Ill-Gotten Gains Part 2	151		Muscle	
invetero-coquette-classic-topless.html	85.00	Legendary Motorsport	16.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	4	69.70	Invetero	1400		63.10	665000	August 19, 2014	2	Can be sold only if purchased (High-End)	399000		81.02	Garage (Personal Vehicle)	1.16 SA Flight School	151		Sports Classic	
invetero-coquette-classic.html	85.00	Legendary Motorsport	16.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions, C. E. Starter Pack	4	69.70	Invetero	1400	FREE by purchasing the Criminal Enterprise Starter Pack.	63.10	665000	August 19, 2014	2	Can be sold only if purchased (High-End)	399000		81.02	Garage (Personal Vehicle)	1.16 SA Flight School	151		Sports Classic	
invetero-coquette-topless.html	82.50	Legendary Motorsport	26.67	Space 103.2, The Lowdown 91.1		RWD	All Editions	6	77.27	Invetero	1400		67.00	138000	September 17, 2013	2	Can be sold only if purchased (High-End)	82800		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Sports	
invetero-coquette.html	82.50	Legendary Motorsport	26.67	Space 103.2, The Lowdown 91.1		RWD	All Editions	6	77.27	Invetero	1400		67.00	138000	September 17, 2013	2	Can be sold only if purchased (High-End)	82800		81.56	Garage (Personal Vehicle)	1.01 Game Launch	152		Sports	
issi-arena.html	85.00	ArenaWar.tv	13.33			RWD	GTA Online - Next Gen	4	60.61	Weeny	1200	Obtained by upgrading the Issi Classic stock model to a custom variant at the Arena Workshop	58.51	1034550	December 11, 2018	2	Can be sold only if purchased (High-End)	620730		75.12	Garage (Personal Vehicle), Arena Workshop	1.46 Arena War	140	Apocalypse Issi; Future Shock Issi; Nightmare Issi	Compacts	Custom Vehicle, Armed Vehicle, Arena Contender
issi-sport.html	76.25	Southern S.A. Super Autos	33.33				GTA Online - Next Gen		100.00	Weeny			72.25	897000	July 23, 2019	2	Can be sold only if purchased (High-End)	538200		79.41	Garage (Personal Vehicle)	1.47 Diamond Casino & Resort			Sports	
itali-gto.html	100.00	Legendary Motorsport	36.67			AWD	GTA Online - Next Gen	6	79.39	Grotti	1520		75.64	1965000	December 26, 2018	2	Can be sold only if purchased (High-End)	1179000		86.49	Garage (Personal Vehicle)	1.46 Arena War	161		Sports	
jacksheepe-lawn-mower.html	12.50	Cannot be acquired	16.67			FWD	All Editions	1	40.91	Jacksheepe	400		20.20		September 17, 2013	1	Cannot be sold			10.73	Cannot be stored	1.01 Game Launch	20		Utility	
jet.html	63.00	Cannot be acquired	25.00			RWD	Story Mode		30.00		38000		51.10		September 17, 2013	2	Cannot be sold			86.42	Cannot be stored	1.01 Game Launch	284		Planes	
jobuilt-hauler.html	40.00	Cannot be acquired	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	46.97	JoBuilt	9000		43.83		September 17, 2013	2	Cannot be sold			61.70	Cannot be stored	1.01 Game Launch	115		Commercial	Towing Hitch
jobuilt-mammatus.html	50.00	Elitas Travel	25.00			RWD	All Editions		90.00	JoBuilt	2000		60.27	300000	September 17, 2013	4	Cannot be sold			76.07	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	250		Planes	
jobuilt-p-996-lazer.html	100.00	Warstock Cache & Carry	25.00			FWD	All Editions		100.00	JoBuilt	8000	Made available for purchase in GTA Online with the Smuggler's Run Update on November 28, 2017.	81.25	6500000	September 17, 2013	1	Cannot be sold			99.99	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	329		Planes	Armed Vehicle
jobuilt-phantom-custom.html	75.00	Warstock Cache & Carry	28.33			RWD	GTA Online - Next Gen	5	62.12	JoBuilt	12000	Only available with a Mobile Operations Center. Requires a Bunker Property.	58.80	1225000	June 13, 2017	2	Cannot be sold			69.75	Bunker	1.40 Gunrunning Pack	130		Commercial	Armored Vehicle, Towing Hitch
jobuilt-phantom-wedge.html	75.00	Warstock Cache & Carry	28.33		1920000	RWD	GTA Online - Next Gen	5	59.09	JoBuilt	14000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	58.04	2553600	December 13, 2016	5	Cannot be sold			69.75	Vehicle Warehouse (Special)	1.37 Import/Export	130		Commercial	Special Vehicle, Towing Hitch
jobuilt-phantom.html	52.50	Cannot be acquired	26.67	Rebel Radio		RWD	All Editions	5	50.00	JoBuilt	12000		48.79		September 17, 2013	2	Cannot be sold			66.00	Cannot be stored	1.01 Game Launch	123		Commercial	Towing Hitch
jobuilt-rubble.html	35.00	Cannot be acquired	8.33			RWD	All Editions	4	48.48	JoBuilt	6500		36.37		September 17, 2013	2	Cannot be sold			53.66	Cannot be stored	1.01 Game Launch	100		Industrial	
jobuilt-trashmaster.html	32.50	Bonus Reward	10.00			RWD	All Editions	5	46.97	JoBuilt	9000	Can be unlocked in GTA Online as Pegasus Vehicle after December 11, 2018 as an exclusive reward when reaching Sponsorship Tier 100 in Arena War.	37.12		September 17, 2013	4	Cannot be sold			59.02	Pegasus Vehicle	1.01 Game Launch	110		Service	
jobuilt-velum-5-seater.html	28.50	Elitas Travel	23.30		995000	RWD	GTA Online - All Platforms		20.90	JoBuilt	5000	*The discounted Price becomes available after the player has completed the related Heist Mission.	38.62	1323350	March 10, 2015	5	Cannot be sold			81.76	Pegasus Vehicle, Hangar (Personal Aircraft)	1.21 Heists DLC	269		Planes	
jobuilt-velum.html	58.00	Elitas Travel	25.00			RWD	All Editions		68.00	JoBuilt	5000		58.19	450000	September 17, 2013	4	Cannot be sold			81.76	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	269		Planes	
karin-190z.html	67.50	Legendary Motorsport	31.67			RWD	GTA Online - Next Gen	5	69.70	Karin	1100		61.00	900000	February 20, 2018	2	Can be sold only if purchased (High-End)	540000		75.12	Garage (Personal Vehicle)	1.42 The Doomsday Heist	140		Sports Classic	
karin-asterope.html	50.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Non-Stop-Pop FM		RWD	All Editions	5	75.76	Karin	1500		58.39	26000	September 17, 2013	4	Can be sold if purchased or stolen	15600	2600	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
karin-beejay-xl.html	47.50	Can be stolen / found, Southern S.A. Super Autos	26.67	FlyLo FM, Soulwax FM		AWD	All Editions	5	62.12	Karin	2400	Previously only stealable, it was made also available for purchase in GTA Online on September 11, 2018	51.51	27000	September 17, 2013	4	Can be sold if purchased or stolen	16200	2700	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		SUVs	
karin-dilettante.html	25.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Space 103.2, The Lowdown 91.1		FWD	All Editions	1	53.33	Karin	1400		42.02	25000	September 17, 2013	4	Can be sold if purchased or stolen	15000	2500	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Compacts	Electric Vehicle
karin-futo.html	72.50	Can be stolen / found, Southern S.A. Super Autos	16.67	FlyLo FM, Soulwax FM		RWD	All Editions	5	62.12	Karin	900	Previously only stealable, it was made also available for purchase in GTA Online on October 9, 2018	55.93	9000	September 17, 2013	2	Can be sold if purchased or stolen	5400	900	72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Sports	
karin-intruder.html	50.00	Can be stolen / found, Southern S.A. Super Autos	30.00	The Blue Ark		RWD	All Editions	5	71.21	Karin	1600		57.25	16000	September 17, 2013	4	Can be sold if purchased or stolen	9600	1600	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sedans	
karin-kuruma-armored.html	77.50	Southern S.A. Super Autos	16.67		525000	AWD	GTA Online - All Platforms	6	74.24	Karin	3200	*The discounted Price becomes available after the player has completed the related Heist Mission.	61.82	698250	March 10, 2015	4	Can be sold only if purchased (High-End)	418950		78.87	Garage (Personal Vehicle)	1.21 Heists DLC	140		Sports	Armored Vehicle
karin-kuruma.html	77.50	Southern S.A. Super Autos	16.67	Radio Los Santos, The Lab, West Coast Classics	95000	AWD	GTA Online - All Platforms	6	74.24	Karin	1500	*The discounted Price becomes available after the player has completed the related Heist Mission.	61.82	126350	March 10, 2015	4	Can be sold only if purchased (High-End)	75810		78.87	Garage (Personal Vehicle)	1.21 Heists DLC	143		Sports	
karin-rebel-rusty.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Channel X		AWD	All Editions	5	62.12	Karin	2400		50.47	3000	September 17, 2013	2	Can be sold if purchased or stolen	1800	300	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road	
karin-rebel.html	50.00	Can be stolen / found, Southern S.A. Super Autos	20.00	Channel X		AWD	All Editions	5	62.12	Karin	2400		50.47	22000	September 17, 2013	2	Can be sold if purchased or stolen	13200	2200	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road	
karin-sultan-rs.html	82.50	Benny's Original Motor Works	33.33			AWD	GTA Online - Next Gen	5	75.76	Karin	1250	Obtained by upgrading the regular vehicle to the custom variant at Benny's Original Motor Works	67.75	795000	January 28, 2016	2	Can be sold only if purchased (High-End)	477000		79.41	Garage (Personal Vehicle)	1.32 January 2016	148		Super	Custom Vehicle
karin-sultan.html	65.00	Can be stolen / found, Benny's Original Motor Works	13.33	Channel X		AWD	All Editions	5	71.21	Karin	1400		56.84	12000	September 17, 2013	4	Can be sold if purchased or stolen	7200	1200	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Sports	
karin-technical-aqua.html	62.50	Warstock Cache & Carry	23.33		1120000	AWD	GTA Online - Next Gen	5	64.55	Karin	3200	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	55.03	1489600	December 13, 2016	3	Cannot be sold			69.75	Vehicle Warehouse (Special)	1.37 Import/Export	130		Off-Road	Special Vehicle, Armed Vehicle
karin-technical-custom.html	50.00	Warstock Cache & Carry	23.33			AWD	GTA Online - Next Gen	5	64.55	Karin	3200	Obtained by upgrading the regular vehicle to the custom variant in the Mobile Operations Center Vehicle Workshop	51.91	142500	July 18, 2017	3	Can be sold only if purchased (High-End)	85500		69.75	Garage (Personal Vehicle)	1.40 Gunrunning Pack	130		Off-Road	Custom Vehicle, Weaponized Vehicle, Armed Vehicle, Towing Hitch
karin-technical.html	50.00	Warstock Cache & Carry	20.00		950000	AWD	GTA Online - All Platforms	5	61.52	Karin	3200	*The discounted Price becomes available after the player has completed the related Heist Mission.	50.32	1263500	March 10, 2015	3	Cannot be sold			69.75	Pegasus Vehicle	1.21 Heists DLC	130		Off-Road	Armed Vehicle
kraken-submersibles-kraken.html	58.82	DockTease					Next Gen, RP Bonus		0.00	Kraken Submersibles	2800	FREE for Returning Players	35.04	1325000	November 18, 2014	1	Cannot be sold			46.30	Pegasus Vehicle	1.18 Next Gen Release	75		Boats	Submersible
lampadati-casco.html	80.00	Legendary Motorsport	20.00		680000	RWD	GTA Online - All Platforms	5	69.70	Lampadati	1100	*The discounted Price becomes available after the player has completed the related Heist Mission.	62.68	904400	March 10, 2015	2	Can be sold only if purchased (High-End)	542640		81.02	Garage (Personal Vehicle)	1.21 Heists DLC	151		Sports Classic	
lampadati-felon-gt.html	60.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Non-Stop-Pop FM		RWD	All Editions	6	75.76	Lampadati	1850		60.89	95000	September 17, 2013	2	Can be sold if purchased or stolen	57000	9500	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	Convertible (Soft-top)
lampadati-felon.html	60.00	Can be stolen / found, Southern S.A. Super Autos	30.00	Radio Los Santos, The Lab, West Coast Classics		RWD	All Editions	6	77.27	Lampadati	1800		61.27	90000	September 17, 2013	4	Can be sold if purchased or stolen	54000	9000	77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Coupes	
lampadati-furore-gt.html	83.75	Legendary Motorsport	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	6	77.58	Lampadati	1350		67.39	448000	October 2, 2014	2	Can be sold only if purchased (High-End)	268800		81.56	Garage (Personal Vehicle)	1.17 Last Team Standing	152		Sports	
lampadati-pigalle.html	66.25	Southern S.A. Super Autos	28.33	Blaine County Talk Radio, West Coast Talk Radio (WCTR)		FWD	All Editions	5	71.52	Lampadati	1500		61.51	400000	June 17, 2014	2	Can be sold only if purchased (High-End)	240000		79.95	Garage (Personal Vehicle)	1.14 I'm Not a Hipster	149		Sports Classic	
lampadati-toro.html	100.00	DockTease		East Los FM			All Editions		36.80	Lampadati	1100		72.97	1750000	July 8, 2015	4	Cannot be sold			82.10	Pegasus Vehicle	1.28 Ill-Gotten Gains Part 2	133	Galaxy Super Yacht Variant (Different Livery)	Boats	
lampadati-tropos-rallye.html	56.25	Southern S.A. Super Autos	23.33			RWD	GTA Online - Next Gen	6	62.12	Lampadati	800		55.82	816000	July 12, 2016	2	Can be sold only if purchased (High-End)	489600		81.56	Garage (Personal Vehicle)	1.35 Cunning Stunts	152		Sports	
lampadati-viseris.html	75.00	Legendary Motorsport	26.67			RWD	GTA Online - Next Gen	5	69.70	Lampadati	1400		63.70	875000	January 9, 2018	2	Can be sold only if purchased (High-End)	525000		83.43	Garage (Personal Vehicle)	1.42 The Doomsday Heist	156		Sports Classic	Armed Vehicle
lcc-avarus.html	67.50	Southern S.A. Super Autos	33.33			RWD	GTA Online - Next Gen	5	56.06	LCC	230		57.33	116000	October 4, 2016	1	Can be sold only if purchased (High-End)	69600		72.43	Garage (Personal Vehicle)	1.36 Bikers	135		Motorcycles	
lcc-hexer.html	65.00	Southern S.A. Super Autos	33.33	Channel X		RWD	All Editions	4	56.06	LCC	250		56.71	15000	September 17, 2013	2	Can be sold only if purchased (High-End)	9000		72.43	Garage (Personal Vehicle)	1.01 Game Launch	135		Motorcycles	
lcc-innovation.html	80.00	Southern S.A. Super Autos	33.33			RWD	All Editions	4	57.58	LCC	250		60.84	92500	October 2, 2014	2	Can be sold only if purchased (High-End)	55500		72.43	Garage (Personal Vehicle)	1.17 Last Team Standing	135		Motorcycles	
lcc-sanctus.html	100.00	Southern S.A. Super Autos	33.33			RWD	GTA Online - Next Gen	5	59.09	LCC	250	Available to be purchased only during the annual Halloween Special	67.42	1995000	October 28, 2016	1	Can be sold only if purchased (High-End)	1197000		77.26	Garage (Personal Vehicle)	1.36 Bikers	144		Motorcycles	
lf-22-starling.html	58.19	Warstock Cache & Carry	62.50		2750000	FWD	GTA Online - Next Gen		2.67		2000	*The discounted SecuroServ Trade Price becomes available after the player has completed 15 Air Freight Cargo Missions.	52.48	3657500	August 29, 2017	1	Can be sold only if purchased (High-End)	2194500		86.54	Hangar (Personal Aircraft)	1.41 Smuggler's Run	284		Planes	Armed Vehicle
maibatsu-frogger.html	100.00	Elitas Travel					All Editions, C. E. Starter Pack		87.69	Maibatsu	7000	FREE by purchasing the Criminal Enterprise Starter Pack.	88.15	1300000	September 17, 2013	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	
maibatsu-manchez.html	73.75	Southern S.A. Super Autos	40.00			RWD	GTA Online - Next Gen	5	65.15	Maibatsu	190		64.18	67000	October 4, 2016	2	Can be sold only if purchased (High-End)	40200		77.80	Garage (Personal Vehicle)	1.36 Bikers	145		Motorcycles	
maibatsu-mule-armored.html	27.50	Warstock Cache & Carry	54.11	East Los FM	32500	RWD	GTA Online - All Platforms	5	45.18	Maibatsu	12500	*The discounted Price becomes available after the player has completed the related Heist Mission.	45.11	43225	March 10, 2015	6	Cannot be sold			53.66	Pegasus Vehicle	1.21 Heists DLC	100		Commercial, Vans	Armored Vehicle
maibatsu-mule.html	27.50	Warstock Cache & Carry	8.33	East Los FM		RWD	All Editions	5	45.45	Maibatsu	5500		33.74	27000	September 17, 2013	6	Cannot be sold			53.66	Pegasus Vehicle	1.01 Game Launch	100	Company Liveries (Cannot be purchased); Ramp-door Variant	Commercial	
maibatsu-penumbra.html	55.00	Can be stolen / found, Southern S.A. Super Autos	26.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		RWD	All Editions	5	68.18	Maibatsu	1400		56.24	24000	September 17, 2013	2	Can be sold if purchased or stolen	14400	2400	75.12	Garage (Personal Vehicle)	1.01 Game Launch	140		Sports	
maibatsu-sanchez-livery.html	70.00	Can be stolen / found, Southern S.A. Super Autos	36.67	Channel X		RWD	All Editions	4	65.15	Maibatsu	220		58.78	7000	September 17, 2013	2	Can be sold if purchased or stolen	4200	700	63.31	Garage (Personal Vehicle)	1.01 Game Launch	118	Company Liveries	Motorcycles, Off-Road	
maibatsu-sanchez.html	70.00	Can be stolen / found, Southern S.A. Super Autos	36.67	Channel X		RWD	All Editions	4	65.15	Maibatsu	220		58.78	8000	September 17, 2013	2	Can be sold if purchased or stolen	4800	800	63.31	Garage (Personal Vehicle)	1.01 Game Launch	118		Motorcycles, Off-Road	
mammoth-avenger.html	47.32	Warstock Cache & Carry	45.00				GTA Online - Next Gen		1.65	Mammoth	18000	Can accommodate up to 30 players.	42.51	3450000	December 12, 2017	5	Cannot be sold			76.07	Facility Property	1.42 The Doomsday Heist	250		Military, Planes	Weaponized Vehicle, Armed Vehicle, Vehicles Workshop
mammoth-dodo.html	25.00	Elitas Travel	18.99			RWD	Next Gen, RP Bonus		25.95	Mammoth	2000	FREE for Returning Players	36.50	500000	November 18, 2014	4	Cannot be sold			76.07	Pegasus Vehicle, Hangar (Personal Aircraft)	1.18 Next Gen Release	250		Planes	
mammoth-hydra.html	45.00	Warstock Cache & Carry	51.08		3000000	RWD	GTA Online - All Platforms		45.17	Mammoth	8000	*The discounted Price becomes available after the player has completed the related Heist Mission.	60.19	3990000	March 10, 2015	1	Cannot be sold			99.50	Pegasus Vehicle, Hangar (Personal Aircraft)	1.21 Heists DLC	327		Planes	Armed Vehicle
mammoth-mogul.html	25.24	Warstock Cache & Carry	30.00		2350000	RWD	GTA Online - Next Gen		1.51	Mammoth	5000	*The discounted SecuroServ Trade Price becomes available after the player has completed 30 Air Freight Cargo Missions.	35.22	3125500	October 3, 2017	3	Can be sold only if purchased (High-End)	1875300		84.14	Hangar (Personal Aircraft)	1.41 Smuggler's Run	277		Planes	Armed Vehicle
mammoth-patriot.html	50.00	Can be stolen / found, Southern S.A. Super Autos	10.67	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	5	51.52	Mammoth	3500	Previously only stealable, it was made also available for purchase in GTA Online on September 25, 2018	45.48	50000	September 17, 2013	4	Can be sold if purchased or stolen	30000	5000	69.75	Garage (Personal Vehicle)	1.01 Game Launch	130		Off-Road, SUVs	
mammoth-thruster-jetpack.html	100.00	Warstock Cache & Carry			2750000		GTA Online - Next Gen		100.00	Mammoth	301	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Doomsday Heist Mission. Requires a Facility Property.	99.79	3657500	December 12, 2017	1	Cannot be sold			99.37	Facility Property	1.42 The Doomsday Heist	160		Military	Weaponized Vehicle, Special Vehicle, Armed Vehicle
mammoth-tula.html	18.99	Warstock Cache & Carry	25.00		3890000	RWD	GTA Online - Next Gen		1.98	Mammoth	2000	*The discounted SecuroServ Trade Price becomes available after the player has completed 21 Air Freight Cargo Missions.	30.51	5173700	August 29, 2017	5	Can be sold only if purchased (High-End)	3104100		76.07	Hangar (Personal Aircraft)	1.41 Smuggler's Run	250		Planes	Armed Vehicle
menacer.html	50.00	Warstock Cache & Carry	20.00			AWD	GTA Online - Next Gen	6	60.61	HVY	5600	This vehicle can only be modified at the Vehicle Workshop inside the Mobile Operations Center or Avenger.	50.09	1775000	August 28, 2018	5	Can be sold only if purchased (High-End)	1065000		69.75	Garage (Personal Vehicle)	1.44 After Hours	130		Off-Road	Weaponized Vehicle, Armed Vehicle
metro-train.html		Cannot be acquired				RWD	Uncontrollable	4			25000	Also known as Tram			September 17, 2013		Cannot be sold				Cannot be stored	1.01 Game Launch	80		Service	
michelli-gt.html	70.63	Legendary Motorsport	25.00			RWD	GTA Online - Next Gen	5	69.70	Lampadati	840		60.11	1225000	June 5, 2018	2	Can be sold only if purchased (High-End)	735000		75.12	Garage (Personal Vehicle)	1.43 Southern SA Super Sport Series	140		Sports Classic	
mobile-operations-center-trailer.html		Warstock Cache & Carry				RWD	GTA Online - Next Gen				13500	Gives access to Mobile Operations Missions to unlock discounted prices on Weaponized Vehicles. Requires a Bunker Property.		1225000	June 13, 2017	3	Cannot be sold				Bunker	1.40 Gunrunning Pack			Military, Utility	Weaponized Vehicle, Armed Vehicle, Vehicles Workshop
mtl-brickade.html	50.00	Warstock Cache & Carry	13.33			AWD	GTA Online - Next Gen	5	60.61	MTL	14000		45.07	1100000	June 7, 2016	6	Cannot be sold			56.34	Pegasus Vehicle	1.34 Further Adventures in Finance and Felony	105		Service	Armored Vehicle
mtl-dune.html	82.50	Southern S.A. Super Autos	20.00	Channel X		AWD	GTA Online - Next Gen	5	69.70	MTL	7000		59.82	1300000	July 26, 2016	2	Cannot be sold			67.07	Pegasus Vehicle	1.35 Cunning Stunts	125	Fukaru Rally Livery ($1,385,000)	Off-Road, Service	
mtl-fire-truck.html	40.00	Cannot be acquired	16.67			RWD	All Editions	5	51.52	MTL	7500		44.48		September 17, 2013	8	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Emergency	Armed Vehicle
mtl-flatbed.html	35.00	Cannot be acquired	8.33	Rebel Radio		AWD	All Editions	5	50.00	MTL	6500		40.77		September 17, 2013	2	Cannot be sold			69.75	Cannot be stored	1.01 Game Launch	130		Industrial	
mtl-packer.html	52.50	Cannot be acquired	26.67			RWD	All Editions	5	46.97	MTL	12000		47.63		September 17, 2013	2	Cannot be sold			64.39	Cannot be stored	1.01 Game Launch	120		Commercial	Towing Hitch
mtl-pounder.html	35.00	Cannot be acquired	8.33			RWD	All Editions	4	50.00	MTL	5500		39.43		September 17, 2013	2	Cannot be sold			64.39	Cannot be stored	1.01 Game Launch	120		Commercial	
mtl-wastelander.html	82.50	Warstock Cache & Carry	20.00		495000	AWD	GTA Online - Next Gen	5	69.70	MTL	7000	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	59.82	658350	December 13, 2016	6	Cannot be sold			67.07	Vehicle Warehouse (Special)	1.37 Import/Export	125		Service	Special Vehicle
mule-custom.html	27.50	Warstock Cache & Carry	8.33		72000	RWD	GTA Online - Next Gen	5	45.45	Maibatsu	6000	*The discounted SecuroServ Trade Price becomes available after the player has completed 5 Sell Goods missions from their Nightclub as a VIP, CEO or MC President. Requires a Nightclub Property.	33.74	95760	July 24, 2018	4	Cannot be sold			53.66	Nightclub Warehouse	1.44 After Hours	100		Commercial	
nagasaki-bf400.html	72.50	Southern S.A. Super Autos	36.67			RWD	GTA Online - Next Gen	5	65.15	Nagasaki	150		63.03	95000	July 12, 2016	2	Can be sold only if purchased (High-End)	57000		77.80	Garage (Personal Vehicle)	1.35 Cunning Stunts	145		Motorcycles, Off-Road	
nagasaki-blazer-aqua.html	68.00	Warstock Cache & Carry	33.33		1320000	AWD	GTA Online - Next Gen	6	81.82	Nagasaki	550	*The discounted SecuroServ Trade Price becomes available after the player has completed the related Special Vehicle Work Mission. Requires a Vehicle Warehouse (vehicle stored in the Underground Garage).	62.56	1755600	December 13, 2016	1	Cannot be sold			67.07	Vehicle Warehouse (Special)	1.37 Import/Export	125		Off-Road	Special Vehicle, Armed Vehicle
nagasaki-blazer-lifeguard.html	30.00	Can be stolen / found	26.67			AWD	All Editions	5	60.61	Nagasaki	650		44.07		September 17, 2013	1	Cannot be sold			59.02	Garage (Personal Vehicle)	1.01 Game Launch	110		Off-Road	
nagasaki-blazer.html	50.00	Can be stolen / found, Southern S.A. Super Autos	33.33	Los Santos Rock Radio, Radio Mirror Park, Vinewood Boulevard Radio		AWD	All Editions	5	78.79	Nagasaki	600		56.63	8000	September 17, 2013	1	Can be sold if purchased or stolen	4800	800	64.39	Garage (Personal Vehicle)	1.01 Game Launch	120		Off-Road	
nagasaki-buzzard-attack-chopper.html	98.21	Warstock Cache & Carry					All Editions		100.00	Nagasaki	3800		91.66	1750000	September 17, 2013	4	Cannot be sold			76.75	Pegasus Vehicle, Hangar (Personal Aircraft)	1.01 Game Launch	160		Helicopters	Armed Vehicle
nagasaki-buzzard.html	98.21	Cannot be acquired					All Editions		100.00	Nagasaki	3800		91.66		September 17, 2013	4	Cannot be sold			76.75	Cannot be stored	1.01 Game Launch	160		Helicopters	
nagasaki-caddy-bunker.html	75.00	Warstock Cache & Carry	6.67			RWD	GTA Online - Next Gen	1	43.94	Nagasaki	600	Available as Bunker Transportation Option	40.12	120000	June 13, 2017	2	Cannot be sold			34.88	Bunker	1.40 Gunrunning Pack	65		Utility	Electric Vehicle
nagasaki-caddy.html	75.00	Cannot be acquired	6.67			RWD	All Editions	1	45.45	Nagasaki	600		40.50		September 17, 2013	2	Cannot be sold			34.88	Cannot be stored	1.01 Game Launch	65		Utility	Electric Vehicle
nagasaki-carbon-rs.html	75.00	Legendary Motorsport	43.33			RWD	All Editions, Collector's Edition	5	65.15	Nagasaki	250	FREE for Collector's Edition owners	65.32	40000	September 17, 2013	2	Can be sold only if purchased (High-End)	24000		77.80	Garage (Personal Vehicle)	1.01 Game Launch	145		Motorcycles	
nagasaki-chimera.html	60.00	Southern S.A. Super Autos	33.33			RWD	GTA Online - Next Gen	4	63.64	Nagasaki	401		57.35	210000	October 4, 2016	1	Can be sold only if purchased (High-End)	126000		72.43	Garage (Personal Vehicle)	1.36 Bikers	135		Motorcycles	
nagasaki-dinghy-2-seater.html	94.12	Cannot be acquired					Story Mode		34.00	Nagasaki	2000		68.43		September 17, 2013	2	Cannot be sold			77.16	Cannot be stored	1.01 Game Launch	125		Boats	
nagasaki-dinghy.html	94.12	DockTease			125000		All Editions		34.00	Nagasaki	2000	*The discounted Price becomes available after the player has completed the related Heist Mission.	68.43	166250	September 17, 2013	4	Cannot be sold			77.16	Pegasus Vehicle	1.01 Game Launch	125	Galaxy Super Yacht Variant (Different Livery)	Boats	
nagasaki-havok.html	100.00	Elitas Travel			1730000		GTA Online - Next Gen		100.00	Nagasaki	1000	*The discounted SecuroServ Trade Price becomes available after the player has completed 12 Air Freight Cargo Missions.	92.25	2300900	August 29, 2017	1	Can be sold only if purchased (High-End)	1380540		76.75	Hangar (Personal Aircraft)	1.41 Smuggler's Run	160		Helicopters	Armed Vehicle
nagasaki-hot-rod-blazer.html	50.00	Southern S.A. Super Autos	33.33			AWD	All Editions	5	78.79	Nagasaki	600		56.63	69000	September 17, 2013	1	Can be sold only if purchased (High-End)	41400		64.39	Garage (Personal Vehicle)	1.01 Game Launch	120		Off-Road	
